RECORD_ID,FULL_NAME,YEAR_START,YEAR_END,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,COLLEGE,PLAYER_ID
2338,Dan Majerle,1989,2002,G-F,6-6,215,"September 9, 1965",Central Michigan University,105
2341,Jeff Malone,1984,1996,G,6-4,205,"June 28, 1961",Mississippi State University,117
2342,Karl Malone,1986,2004,F,6-9,250,"July 24, 1963",Louisiana Tech University,252
2344,Steve Malovic,1980,1980,F,6-10,230,"July 21, 1956",San Diego State University,77450
2345,Mike Maloy,1971,1973,F,6-7,215,"May 10, 1949",Davidson College,81075
2346,Ted Manakas,1974,1974,G,6-2,180,"February 22, 1951",Princeton University,77451
2347,John Mandic,1949,1950,F-C,6-4,205,"October 3, 1919",Oregon State University,77452
2349,Danny Manning,1989,2003,F-C,6-10,230,"May 17, 1966",University of Kansas,330
2350,Ed Manning,1968,1976,F,6-7,210,"January 2, 1944",Jackson State University,77454
2351,Guy Manning,1968,1969,F,6-6,195,"February 4, 1944",Prairie View A&M University,80609
2353,Pace Mannion,1984,1989,G,6-7,190,"September 22, 1960",University of Utah,77456
2354,Nick Mantis,1960,1963,G,6-3,190,"December 7, 1935",Northwestern University,77457
2355,Pete Maravich,1971,1980,G,6-5,197,"June 22, 1947",Louisiana State University,77459
2357,Devyn Marble,2015,2016,G-F,6-6,200,"September 21, 1992",University of Iowa,203906
2358,Roy Marble,1990,1994,G-F,6-6,190,"December 13, 1966",University of Iowa,77460
2359,Stephon Marbury,1997,2009,G,6-2,180,"February 20, 1977",Georgia Institute of Technology,950
2360,Saul Mariaschin,1948,1948,G,5-11,165,"September 1, 1924",Harvard University,77462
2361,Jack Marin,1967,1977,F-G,6-7,200,"October 12, 1944",Duke University,77463
2362,Shawn Marion,2000,2015,F,6-7,220,"May 7, 1978","University of Nevada, Las Vegas",1890
2363,Lauri Markkanen,2018,2018,F,7-0,230,"May 22, 1997",University of Arizona,1628374
2364,Sean Marks,1999,2011,F-C,6-10,250,"August 23, 1975",University of California,1752
2366,Jim Marsh,1972,1972,F,6-7,215,"April 26, 1946",University of Southern California,77466
2368,Donny Marshall,1996,2003,F,6-7,230,"July 17, 1972",University of Connecticut,681
2369,Donyell Marshall,1995,2009,F,6-9,218,"May 18, 1973",University of Connecticut,923
2370,Kendall Marshall,2013,2016,G,6-4,200,"August 19, 1991",University of North Carolina,203088
2372,Tom Marshall,1955,1959,F-G,6-4,215,"January 6, 1931",Western Kentucky University,77467
2374,Bill Martin,1986,1988,F,6-7,205,"August 16, 1962",Georgetown University,77481
2376,Brian Martin,1986,1986,F,6-9,212,"August 18, 1962",University of Kansas,77469
2378,Cuonzo Martin,1996,1997,G-F,6-5,213,"September 23, 1971",Purdue University,733
2382,Jarell Martin,2016,2018,F,6-10,239,"May 24, 1994",Louisiana State University,1626185
2383,Jeff Martin,1990,1991,G,6-5,195,"January 14, 1967",Murray State University,77474
2384,Kenyon Martin,2001,2015,F,6-9,234,"December 30, 1977",University of Cincinnati,2030
2385,Kevin Martin,2005,2016,G,6-7,199,"February 1, 1983",Western Carolina University,2755
2388,Phil Martin,1955,1955,G,6-3,190,"April 2, 1928",University of Toledo,77477
2391,Jamal Mashburn,1994,2004,F,6-8,240,"November 29, 1972",University of Kentucky,469
2393,Anthony Mason,1990,2003,F,6-7,250,"December 14, 1966",Tennessee State University,193
2394,Desmond Mason,2001,2010,F,6-7,224,"October 11, 1977",Oklahoma State University,2046
2395,Frank Mason,2018,2018,G,6-0,189,"April 3, 1994",University of Kansas,1628412
2397,Tony Massenburg,1991,2005,F,6-9,220,"July 31, 1967",University of Maryland,763
2398,Eddie Mast,1971,1973,F-C,6-9,220,"October 3, 1948",Temple University,77483
2401,Wes Matthews,1981,1990,G,6-1,170,"August 24, 1959",University of Wisconsin,77484
2404,Marlon Maxey,1993,1994,F,6-8,250,"February 19, 1969",University of Texas at El Paso,77486
2405,Jason Maxiell,2006,2015,F,6-7,260,"February 18, 1983",University of Cincinnati,101131
2406,Cedric Maxwell,1978,1988,F,6-8,205,"November 21, 1955",University of North Carolina at Charlotte,77487
2407,Vernon Maxwell,1989,2001,G,6-4,180,"September 12, 1965",University of Florida,137
2408,Don May,1969,1975,F,6-4,200,"January 3, 1946",University of Dayton,77489
2409,Scott May,1977,1983,F,6-7,215,"March 19, 1954",Indiana University,77490
2410,Sean May,2006,2010,F,6-9,266,"April 4, 1984",University of North Carolina,101118
2411,Lee Mayberry,1993,1999,G,6-1,172,"June 12, 1970",University of Arkansas,195
2412,Clyde Mayes,1976,1977,F,6-8,225,"March 17, 1953",Furman University,77492
2415,Ken Mayfield,1976,1976,G,6-2,185,"May 11, 1948",Tuskegee University,77494
2416,Eric Maynor,2010,2014,G,6-3,175,"June 11, 1987",Virginia Commonwealth University,201953
2417,O.J. Mayo,2009,2016,G,6-5,210,"November 5, 1987",University of Southern California,201564
2418,Travis Mays,1991,1993,G,6-2,190,"June 19, 1968",University of Texas at Austin,77496
2420,Luc Mbah a Moute,2009,2018,F,6-8,230,"September 9, 1986","University of California, Los Angeles",201601
2421,Bob McAdoo,1973,1986,C-F,6-9,210,"September 25, 1951",University of North Carolina,77498
2423,Ray McCallum,2014,2016,G,6-3,190,"June 12, 1991",University of Detroit Mercy,203492
2424,Bob McCann,1990,1998,F,6-6,244,"April 22, 1964",Morehead State University,737
2425,Brendan McCann,1958,1960,G,6-2,178,"July 5, 1935",St. Bonaventure University,77500
2427,Rashad McCants,2006,2009,G,6-4,207,"September 25, 1984",University of North Carolina,101119
2429,Andre McCarter,1977,1981,G,6-3,190,"August 25, 1953","University of California, Los Angeles",77504
2430,Willie McCarter,1970,1972,G,6-3,175,"July 26, 1946",Drake University,77505
2431,Johnny McCarthy,1957,1964,G,6-1,185,"April 25, 1934",Canisius College,77506
2433,Walter McCarty,1997,2006,F,6-10,230,"February 1, 1974",University of Kentucky,962
2434,Amal McCaskill,1997,2004,F-C,6-11,235,"October 28, 1973",Marquette University,1043
2435,Patrick McCaw,2017,2018,G,6-7,185,"October 25, 1995","University of Nevada, Las Vegas",1627775
2436,Dwayne McClain,1986,1986,G,6-6,185,"February 7, 1963",Villanova University,77509
2438,Dan McClintock,2001,2001,C,7-0,270,"April 19, 1977",Northern Arizona University,2082
2440,George McCloud,1990,2002,G-F,6-6,205,"May 27, 1967",Florida State University,45
2442,John McConathy,1952,1952,F,6-5,195,"April 9, 1930",Northwestern State University,77513
2445,Keith McCord,1981,1981,G,6-7,210,"June 22, 1957",University of Alabama at Birmingham,77515
2446,Tim McCormick,1985,1992,C,6-11,240,"March 10, 1962",University of Michigan,77516
2447,Jelani McCoy,1999,2008,C,6-10,245,"December 6, 1977","University of California, Los Angeles",1741
2450,Rodney McCray,1984,1993,F-G,6-7,220,"August 29, 1961",University of Louisville,1622
2451,Scooter McCray,1984,1987,F-G,6-9,215,"February 8, 1960",University of Louisville,77518
2452,Chris McCullough,2016,2018,F,6-11,200,"February 5, 1995",Syracuse University,1626191
2453,John McCullough,1982,1982,G,6-4,190,"October 5, 1956",University of Oklahoma,77520
2455,Xavier McDaniel,1986,1998,F,6-7,205,"June 4, 1963",Wichita State University,1365
2456,Jim McDaniels,1972,1978,C-F,6-11,228,"April 2, 1948",Western Kentucky University,77523
2458,Doug McDermott,2015,2018,F,6-8,225,"January 3, 1992",Creighton University,203926
2459,Ben McDonald,1986,1989,F,6-8,210,"July 20, 1962","University of California, Irvine",77524
2460,Glenn McDonald,1975,1977,F-G,6-6,190,"March 18, 1952","California State University, Long Beach",77525
2461,Michael McDonald,1998,1998,C,6-10,232,"February 13, 1969",University of New Orleans,1075
2462,Roderick McDonald,1971,1973,F,6-6,205,"April 9, 1945",Whitworth,80744
2463,Hank McDowell,1982,1987,F-C,6-9,215,"November 13, 1959",University of Memphis,77527
2464,Antonio McDyess,1996,2011,F-C,6-9,220,"September 7, 1974",University of Alabama,686
2465,Jim McElroy,1976,1982,G,6-3,190,"October 4, 1953",Central Michigan University,77528
2466,Patrick McFarland,1974,1976,F-G,6-5,185,"December 7, 1951",Saint Joseph's University,81587
2468,Mel McGaha,1949,1949,G,6-1,190,"September 26, 1926",University of Arkansas,77529
2469,Mitch McGary,2015,2016,F-C,6-10,255,"June 6, 1992",University of Michigan,203956
2470,JaVale McGee,2009,2018,C,7-0,270,"January 19, 1988","University of Nevada, Reno",201580
2471,Mike McGee,1982,1990,G-F,6-5,190,"July 29, 1959",University of Michigan,77530
2472,Bill McGill,1963,1970,C-F,6-9,225,"September 16, 1939",University of Utah,77531
2473,George McGinnis,1972,1982,F-C,6-8,235,"August 12, 1950",Indiana University,77532
2474,Jon McGlocklin,1966,1976,G-F,6-5,205,"June 10, 1943",Indiana University,77533
2475,Gil McGregor,1972,1972,F,6-8,240,"June 14, 1949",Wake Forest University,77534
2476,Elton McGriff,1968,1969,C,6-9,225,"August 21, 1942",Creighton University,80526
2479,Allie McGuire,1974,1974,G,6-3,175,"July 10, 1951",Marquette University,77535
2480,Dick McGuire,1950,1960,G,6-0,180,"January 25, 1926",St. John's University,77537
2481,Dominic McGuire,2008,2013,F,6-9,220,"October 20, 1985","California State University, Fresno",201187
2482,Kevin McHale,1981,1993,F-C,6-10,210,"December 19, 1957",University of Minnesota,1450
2483,Maurice McHartley,1968,1970,G-F,6-3,185,"August 1, 1942",North Carolina Agricultural and Technical State University,80452
2484,Jim McIlvaine,1995,2001,C,7-1,240,"July 30, 1972",Marquette University,29
2485,Jeff McInnis,1997,2008,G,6-4,190,"October 22, 1974",University of North Carolina,976
2486,Kenny McIntosh,1972,1975,F,6-7,225,"January 21, 1949",Eastern Michigan University,77540
2487,Bob McIntyre,1968,1970,F,6-6,215,"January 23, 1944",St. John's University,80597
2489,Kevin McKenna,1982,1988,G-F,6-5,195,"January 8, 1959",Creighton University,77541
2490,Forrest McKenzie,1987,1987,F,6-7,200,"February 16, 1963",Loyola Marymount University,77542
2491,Stan McKenzie,1968,1974,F-G,6-5,195,"October 6, 1944",New York University,77543
2492,Derrick McKey,1988,2002,F-C,6-9,205,"October 10, 1966",University of Alabama,365
2493,Aaron McKie,1995,2007,G,6-5,209,"October 2, 1972",Temple University,243
2494,Billy McKinney,1979,1986,G,6-0,160,"June 5, 1955",Northwestern University,77547
2498,Ben McLemore,2014,2018,G,6-5,195,"February 11, 1993",University of Kansas,203463
2500,George McLeod,1953,1953,F,6-5,200,"January 3, 1931",Texas Christian University,77549
2502,Roshown McLeod,1999,2001,F,6-8,221,"November 17, 1975",Duke University,1728
2503,Jack McMahon,1953,1960,G,6-1,185,"December 3, 1928",St. John's University,77551
2504,Nate McMillan,1987,1998,G-F,6-5,195,"August 3, 1964",North Carolina State University,203
2505,Tom McMillen,1976,1986,F-C,6-11,215,"May 26, 1952",University of Maryland,77553
2506,Jim McMillian,1971,1979,F,6-5,215,"March 11, 1948",Columbia University,77554
2507,Shellie McMillon,1959,1962,F,6-5,205,"March 11, 1936",Bradley University,77555
2510,Mark McNamara,1983,1991,C-F,6-11,235,"June 8, 1959",University of California,77558
2511,Joe McNamee,1951,1952,F-C,6-6,210,"September 24, 1926",University of San Francisco,77559
2513,Chris McNealy,1986,1988,F,6-7,210,"July 15, 1961",San Jose State University,77560
2514,Bob McNeill,1961,1962,G,6-1,170,"October 22, 1938",Saint Joseph's University,77562
2515,Larry McNeill,1974,1979,F-C,6-9,195,"January 31, 1951",Marquette University,77561
2516,Carl McNulty,1955,1955,G,6-3,185,"February 14, 1930",Purdue University,77563
2518,Roy McPipe,1975,1975,G,6-3,205,"May 5, 1950","Montana State University, Billings",81609
2519,Cozell McQueen,1987,1987,F,6-11,235,"January 18, 1962",North Carolina State University,77565
2520,Jordan McRae,2016,2017,G,6-6,185,"March 28, 1991",University of Tennessee,203895
2521,Thales McReynolds,1966,1966,G,6-3,185,"June 8, 1943",Miles College,77566
2522,Josh McRoberts,2008,2017,F,6-10,240,"February 28, 1987",Duke University,201177
2523,Eric McWilliams,1973,1973,F,6-8,200,"April 18, 1950","California State University, Long Beach",77567
2525,Darnell Mee,1994,1995,G,6-5,175,"February 11, 1971",Western Kentucky University,1577
2526,Jodie Meeks,2010,2018,G,6-4,210,"August 21, 1987",University of Kentucky,201975
2527,Cliff Meely,1972,1976,F-C,6-8,215,"July 10, 1947",University of Colorado,77570
2528,Scott Meents,1990,1991,F,6-10,225,"January 4, 1964",University of Illinois at Urbana-Champaign,77571
2533,Bill Melchionni,1967,1976,G,6-1,165,"October 19, 1944",Villanova University,77576
2534,Gary Melchionni,1974,1975,G,6-2,185,"January 19, 1951",Duke University,77575
2535,Fab Melo,2013,2013,C,7-0,255,"June 20, 1990",Syracuse University,203097
2537,Dean Meminger,1972,1977,G,6-0,175,"May 13, 1948",Marquette University,77578
2538,Chuck Mencel,1956,1957,G,6-0,168,"April 21, 1933",University of Minnesota,77579
2539,John Mengelt,1972,1981,G,6-2,195,"October 16, 1949",Auburn University,77580
2543,Ron Mercer,1998,2005,G-F,6-7,210,"May 18, 1976",University of Kentucky,1500
2544,Joe Meriweather,1976,1985,C-F,6-10,215,"October 26, 1953",Southern Illinois University,77582
2545,Porter Meriwether,1963,1963,G,6-2,180,"March 16, 1940",Tennessee State University,77583
2546,Tom Meschery,1962,1971,F,6-6,215,"October 26, 1938",Saint Mary's College of California,77584
2547,Bill Meyer,1968,1968,G,6-3,195,"August 30, 1943",Hiram College,80479
2548,Loren Meyer,1996,1999,C,6-10,257,"December 30, 1972",Iowa State University,684
2549,Dave Meyers,1976,1980,F-C,6-8,215,"April 21, 1953","University of California, Los Angeles",77586
2550,Larry Micheaux,1984,1985,F,6-9,220,"March 24, 1960",University of Houston,77588
2551,Jordan Mickey,2016,2018,F,6-8,235,"July 9, 1994",Louisiana State University,1626175
2552,Khris Middleton,2013,2018,F-G,6-8,234,"August 12, 1991",Texas A&M University,203114
2553,Chris Mihm,2001,2009,C,7-0,265,"July 16, 1979",University of Texas at Austin,2036
2554,Ed Mikan,1949,1954,C-F,6-8,230,"October 20, 1925",DePaul University,77590
2556,Larry Mikan,1971,1971,F,6-7,210,"April 8, 1948",University of Minnesota,77591
2557,Vern Mikkelsen,1950,1959,F-C,6-7,230,"October 21, 1928",Hamline University,77593
2560,Eddie Miles,1964,1972,G-F,6-4,195,"July 5, 1940",Seattle University,77596
2562,Andre Miller,2000,2016,G,6-3,200,"March 19, 1976",University of Utah,1889
2563,Anthony Miller,1995,2005,F,6-9,225,"October 22, 1971",Michigan State University,292
2565,Bob Miller,1984,1984,F,6-10,230,"July 9, 1956",University of Cincinnati,77603
2567,Darius Miller,2013,2018,F,6-8,235,"March 21, 1990",University of Kentucky,203121
2568,Dick Miller,1981,1981,F,6-6,215,"April 26, 1958",University of Toledo,77602
2569,Eddie Miller,1953,1954,C-F,6-8,225,"June 18, 1931",Syracuse University,77599
2572,Larry Miller,1969,1975,G-F,6-4,190,"April 4, 1946",University of North Carolina,80814
2574,Mike Miller,2001,2017,F-G,6-8,218,"February 19, 1980",University of Florida,2034
2575,Oliver Miller,1993,2004,C,6-9,280,"April 6, 1970",University of Arkansas,932
2576,Quincy Miller,2013,2015,F,6-9,210,"November 18, 1992",Baylor University,203113
2577,Reggie Miller,1988,2005,G-F,6-7,185,"August 24, 1965","University of California, Los Angeles",397
2579,Chris Mills,1994,2003,F,6-6,215,"January 25, 1970",University of Arizona,168
2580,John Mills,1947,1947,C-F,6-8,203,"September 7, 1919",Western Kentucky University,79306
2581,Patty Mills,2010,2018,G,6-0,185,"August 11, 1988",Saint Mary's College of California,201988
2582,Terry Mills,1991,2001,F,6-10,230,"December 21, 1967",University of Michigan,371
2584,Paul Millsap,2007,2018,F,6-8,246,"February 10, 1985",Louisiana Tech University,200794
2585,Harold Miner,1993,1996,G,6-5,210,"May 5, 1971",University of Southern California,114
2586,Dirk Minniefield,1986,1988,G,6-3,180,"January 17, 1961",University of Kentucky,77609
2588,Greg Minor,1995,1999,G-F,6-6,210,"September 18, 1971",University of Louisville,65
2589,Mark Minor,1973,1973,F,6-6,215,"May 14, 1950",Ohio State University,77612
2590,Wat Misaka,1948,1948,G,5-7,150,"December 21, 1923",University of Utah,77613
2592,Donovan Mitchell,2018,2018,G,6-3,211,"September 7, 1996",University of Louisville,1628378
2593,Leland Mitchell,1968,1968,G,6-4,210,"February 22, 1941",Mississippi State University,80384
2594,Mike Mitchell,1979,1988,F,6-7,215,"January 1, 1956",Auburn University,77615
2595,Sam Mitchell,1990,2002,F,6-6,210,"September 2, 1963",Mercer University,417
2596,Todd Mitchell,1989,1989,F,6-7,205,"July 26, 1966",Purdue University,77614
2597,Tony Mitchell,2014,2014,F,6-6,216,"August 7, 1989",University of Alabama,203502
2599,Steve Mix,1970,1983,F,6-7,215,"December 30, 1947",University of Toledo,77618
2600,Bill Mlkvy,1953,1953,F,6-4,190,"January 19, 1931",Temple University,77619
2601,Cuttino Mobley,1999,2009,G,6-4,190,"September 1, 1975",University of Rhode Island,1749
2602,Eric Mobley,1995,1997,C,6-11,235,"February 1, 1970",University of Pittsburgh,211
2603,Doug Moe,1968,1972,F-G,6-5,215,"September 21, 1938",University of North Carolina,80154
2604,Larry Moffett,1978,1978,F,6-8,210,"November 5, 1954","University of Nevada, Las Vegas",77621
2606,Nazr Mohammed,1999,2016,C,6-10,221,"September 5, 1977",University of Kentucky,1737
2607,Jerome Moiso,2001,2005,F-C,6-10,235,"June 15, 1978","University of California, Los Angeles",2040
2608,Paul Mokeski,1980,1991,C-F,7-0,250,"January 3, 1957",University of Kansas,77623
2609,Jack Molinas,1954,1954,F,6-6,200,"October 31, 1931",Columbia University,77624
2610,Wayne Molis,1967,1968,F,6-8,230,"April 17, 1943",Lewis University,77625
2611,Sidney Moncrief,1980,1991,G,6-3,180,"September 21, 1957",University of Arkansas,77626
2612,Eric Money,1975,1980,G,6-0,170,"February 6, 1955",University of Arizona,77627
2613,Malik Monk,2018,2018,G,6-3,200,"February 4, 1998",University of Kentucky,1628370
2614,Earl Monroe,1968,1980,G,6-3,185,"November 21, 1944",Winston-Salem State University,600006
2615,Greg Monroe,2011,2018,C-F,6-11,265,"June 4, 1990",Georgetown University,202328
2616,Rodney Monroe,1992,1992,G,6-3,185,"April 16, 1968",North Carolina State University,77628
2618,Howie Montgomery,1963,1963,F,6-5,220,"August 22, 1940",University of Texas-Pan American,77630
2619,Eric Montross,1995,2002,C,7-0,270,"September 23, 1971",University of North Carolina,376
2622,Andre Moore,1988,1988,F,6-9,215,"July 2, 1964",Loyola University of Chicago,77632
2623,E'Twaun Moore,2012,2018,G,6-4,191,"February 28, 1989",Purdue University,202734
2624,Gene Moore,1969,1975,C-F,6-9,225,"July 29, 1945",Saint Louis University,80893
2626,Johnny Moore,1981,1990,G,6-1,175,"March 3, 1958",University of Texas at Austin,77633
2627,Lowes Moore,1981,1983,G,6-1,170,"May 5, 1957",West Virginia University,77635
2629,Otto Moore,1969,1977,C-F,6-11,205,"August 27, 1946",University of Texas-Pan American,77636
2630,Ron Moore,1988,1988,C,7-0,260,"January 16, 1962",West Virginia State University,77637
2633,Jackie Moreland,1961,1970,F-G,6-7,215,"March 11, 1938",Louisiana Tech University,77639
2634,Guy Morgan,1983,1983,G,6-8,205,"August 23, 1960",Wake Forest University,77640
2635,Rex Morgan,1971,1972,G,6-5,190,"October 27, 1948",Jacksonville University,77641
2637,Darren Morningstar,1994,1994,C,6-10,235,"April 22, 1969",University of Pittsburgh,77644
2638,Chris Morris,1989,1999,F,6-8,210,"January 20, 1966",Auburn University,356
2639,Darius Morris,2012,2015,G,6-4,190,"January 3, 1991",University of Michigan,202721
2640,Isaiah Morris,1993,1993,F,6-8,229,"April 2, 1969",University of Arkansas,77647
2641,Marcus Morris,2012,2018,F,6-9,235,"September 2, 1989",University of Kansas,202694
2642,Markieff Morris,2012,2018,F,6-10,245,"September 2, 1989",University of Kansas,202693
2644,Monte Morris,2018,2018,G,6-3,175,"June 27, 1995",Iowa State University,1628420
2646,Terence Morris,2002,2006,F,6-9,221,"January 11, 1979",University of Maryland,2242
2647,Adam Morrison,2007,2010,F,6-8,205,"July 19, 1984",Gonzaga University,200747
2648,John Morrison,1968,1968,G,6-2,190,"May 2, 1945",Canisius College,80695
2649,Mike Morrison,1990,1990,G,6-4,195,"August 16, 1967",Loyola College in Maryland,77649
2652,Dwayne Morton,1995,1995,F,6-7,195,"August 8, 1971",University of Louisville,132
2653,John Morton,1990,1992,G,6-3,180,"May 18, 1967",Seton Hall University,1972
2655,Glenn Mosley,1978,1979,F,6-8,195,"December 26, 1955",Seton Hall University,77653
2656,Perry Moss,1986,1987,G,6-2,185,"November 11, 1958",Northeastern University,77654
2657,Lawrence Moten,1996,1998,G,6-5,185,"March 25, 1972",Syracuse University,734
2659,Hanno Mottola,2001,2002,C,6-11,247,"September 9, 1976",University of Utah,2069
2660,Arnett Moultrie,2013,2014,F,6-11,249,"November 18, 1990",Mississippi State University,203102
2661,Rick Mount,1971,1975,G,6-3,175,"January 5, 1947",Purdue University,81107
2662,Alonzo Mourning,1993,2008,C,6-10,240,"February 8, 1970",Georgetown University,297
2663,Chuck Mrazovich,1951,1951,F,6-5,185,"February 26, 1924",Eastern Kentucky University,77657
2664,Erwin Mueller,1967,1974,C-F,6-8,230,"March 12, 1944",University of San Francisco,77658
2665,Shabazz Muhammad,2014,2018,F-G,6-6,223,"November 13, 1992","University of California, Los Angeles",203498
2666,Joe Mullaney,1950,1950,G,6-0,165,"November 17, 1924",College of the Holy Cross,77659
2668,Byron Mullens,2010,2014,C,7-0,275,"February 14, 1989",Ohio State University,201957
2669,Chris Mullin,1986,2001,F-G,6-6,200,"July 30, 1963",St. John's University,904
2670,Jeff Mullins,1965,1976,G-F,6-4,190,"March 18, 1942",Duke University,77662
2675,Eric Murdock,1992,2000,G,6-1,190,"June 14, 1968",Providence College,785
2676,Allen Murphy,1976,1977,G,6-5,190,"July 15, 1952",University of Louisville,77668
2677,Calvin Murphy,1971,1983,G,5-9,165,"May 9, 1948",Niagara University,77669
2679,Erik Murphy,2014,2014,F,6-10,230,"October 26, 1990",University of Florida,203513
2680,Jay Murphy,1985,1988,F,6-9,220,"June 26, 1962",Boston College,77670
2681,Kevin Murphy,2013,2013,G,6-5,185,"March 6, 1990",Tennessee Technological University,203122
2682,Ronnie Murphy,1988,1988,F,6-5,225,"July 29, 1964",Jacksonville University,77673
2683,Tod Murphy,1988,1994,C-F,6-9,220,"December 24, 1963","University of California, Irvine",77674
2684,Troy Murphy,2002,2013,F-C,6-11,245,"May 2, 1980",University of Notre Dame,2211
2685,Dejounte Murray,2017,2018,G,6-5,170,"September 19, 1996",University of Washington,1627749
2686,Jamal Murray,2017,2018,G,6-4,207,"February 23, 1997",University of Kentucky,1627750
2687,Ken Murray,1951,1955,G-F,6-2,190,"April 20, 1928",St. Bonaventure University,77675
2688,Lamond Murray,1995,2006,F,6-7,236,"April 20, 1973",University of California,441
2690,Tracy Murray,1993,2004,F,6-7,225,"July 25, 1971","University of California, Los Angeles",145
2691,Willie Murrell,1968,1970,F,6-6,225,"September 13, 1941",Kansas State University,80453
2692,Dorie Murrey,1967,1972,F-C,6-8,215,"September 7, 1943",University of Detroit Mercy,77676
2694,Mike Muscala,2014,2018,F-C,6-11,240,"July 1, 1991",Bucknell University,203488
2696,Jerrod Mustaf,1991,1994,F-C,6-10,238,"October 28, 1969",University of Maryland,1054
2697,Dikembe Mutombo,1992,2009,C,7-2,245,"June 25, 1966",Georgetown University,87
2698,Pete Myers,1987,1998,G-F,6-6,180,"September 15, 1963",University of Arkansas at Little Rock,939
2703,Boris Nachamkin,1955,1955,F,6-6,210,"December 6, 1933",New York University,77682
2704,Abdel Nader,2018,2018,F,6-6,230,"September 25, 1993",Iowa State University,1627846
2705,Jerry Nagel,1950,1950,G,6-0,190,"May 18, 1928",Loyola University of Chicago,77683
2707,Lee Nailon,2001,2006,F,6-9,238,"February 22, 1975",Texas Christian University,1924
2708,Eduardo Najera,2001,2012,F,6-8,240,"July 11, 1976",University of Oklahoma,2059
2709,Larry Nance,1982,1994,F-C,6-10,205,"February 12, 1959",Clemson University,77685
2711,Shabazz Napier,2015,2018,G,6-1,175,"July 14, 1991",University of Connecticut,203894
2712,Paul Napolitano,1949,1949,F-G,6-2,185,"February 3, 1923",University of San Francisco,77686
2713,Bob Nash,1973,1979,F,6-8,195,"August 24, 1950",University of Hawaii,77688
2715,Steve Nash,1997,2014,G,6-3,195,"February 7, 1974",Santa Clara University,959
2716,Swen Nater,1974,1984,C,6-11,240,"January 14, 1950","University of California, Los Angeles",77689
2718,Calvin Natt,1980,1990,F,6-6,220,"January 8, 1957",University of Louisiana at Monroe,77691
2719,Kenny Natt,1981,1985,G,6-3,185,"October 5, 1958",University of Louisiana at Monroe,77692
2720,Willie Naulls,1957,1966,F-C,6-6,225,"October 7, 1934","University of California, Los Angeles",77693
2722,Craig Neal,1989,1991,G,6-5,165,"February 16, 1964",Georgia Institute of Technology,77694
2724,Jim Neal,1954,1955,C,6-11,235,"May 21, 1930",Wofford College,77695
2725,Lloyd Neal,1973,1979,C-F,6-7,225,"December 10, 1950",Tennessee State University,77696
2726,Ed Nealy,1983,1993,F,6-7,238,"February 19, 1960",Kansas State University,77697
2728,Barry Nelson,1972,1972,C,6-10,230,"September 19, 1949",Duquesne University,77699
2730,Don Nelson,1963,1976,F,6-6,210,"May 15, 1940",University of Iowa,77700
2731,Jameer Nelson,2005,2018,G,6-0,190,"February 9, 1982",Saint Joseph's University,2749
2732,Louie Nelson,1974,1978,G,6-3,190,"May 28, 1951",University of Washington,77701
2733,Ron Nelson,1971,1971,G,6-2,175,"October 7, 1946",University of New Mexico,80841
2735,Dick Nemelka,1971,1971,G,6-0,175,"October 1, 1943",Brigham Young University,80598
2737,Martin Nessley,1988,1988,C,7-2,260,"February 16, 1965",Duke University,77704
2738,Bob Netolicky,1968,1976,F-C,6-9,220,"August 2, 1942",Drake University,80735
2739,Johnny Neumann,1972,1978,G-F,6-6,200,"September 11, 1951",University of Mississippi,77705
2740,Paul Neumann,1962,1967,G,6-1,175,"January 30, 1938",Stanford University,77706
2741,Chuck Nevitt,1983,1994,C,7-5,217,"June 13, 1959",North Carolina State University,77707
2745,Mike Newlin,1972,1982,G-F,6-4,200,"January 2, 1949",University of Utah,77710
2746,Johnny Newman,1987,2002,F-G,6-7,190,"November 28, 1963",University of Richmond,271
2747,Dave Newmark,1969,1971,C,7-0,240,"September 11, 1946",Columbia University,77712
2749,Georges Niang,2017,2017,F,6-8,230,"June 17, 1993",Iowa State University,1627777
2750,Demetris Nichols,2008,2009,F,6-8,216,"September 4, 1984",Syracuse University,201193
2751,Jack Nichols,1949,1958,C-F,6-7,222,"April 9, 1926",University of Washington,77713
2752,Andrew Nicholson,2013,2017,F,6-9,250,"December 8, 1989",St. Bonaventure University,203094
2753,Gaylon Nickerson,1997,1997,G,6-3,190,"February 5, 1969",Northwestern Oklahoma State University,1093
2754,Carl Nicks,1981,1983,G,6-1,175,"October 6, 1958",Indiana State University,77715
2755,Rich Niemann,1969,1972,C,7-0,245,"July 2, 1946",Saint Louis University,77716
2757,Mike Niles,1981,1981,F,6-6,225,"March 31, 1955","California State University, Fullerton",77718
2758,Kurt Nimphius,1982,1990,C-F,6-10,218,"March 13, 1958",Arizona State University,77719
2759,Dyron Nix,1990,1990,F,6-7,210,"February 11, 1967",University of Tennessee,77720
2760,Norm Nixon,1978,1989,G,6-2,170,"October 11, 1955",Duquesne University,77721
2761,Joakim Noah,2008,2018,C,6-11,230,"February 25, 1985",University of Florida,201149
2762,Chuck Noble,1956,1962,G,6-4,190,"July 24, 1931",University of Louisville,77722
2763,David Noel,2007,2007,F,6-6,230,"February 27, 1984",University of North Carolina,200786
