,first_name,full_name,id,last_name
1228,Don,Don Ford,76734,Ford
1229,Jake,Jake Ford,76735,Ford
1230,Phil,Phil Ford,76736,Ford
1231,Sharrod,Sharrod Ford,101213,Ford
1232,Sherell,Sherell Ford,726,Ford
1233,T.J.,T.J. Ford,2551,Ford
1234,Donnie,Donnie Forman,76738,Forman
1235,Bayard,Bayard Forrest,76739,Forrest
1236,Joseph,Joseph Forte,2218,Forte
1237,Courtney,Courtney Fortson,202622,Fortson
1238,Danny,Danny Fortson,1504,Fortson
1239,Fred,Fred Foster,76740,Foster
1240,Greg,Greg Foster,323,Foster
1241,Jeff,Jeff Foster,1902,Foster
1242,Rod,Rod Foster,76742,Foster
1243,Antonis,Antonis Fotsis,2238,Fotsis
1244,Evan,Evan Fournier,203095,Fournier
1245,Larry,Larry Foust,76744,Foust
1246,Jerry,Jerry Fowler,76745,Fowler
1247,Tremaine,Tremaine Fowlkes,1762,Fowlkes
1248,De'Aaron,De'Aaron Fox,1628368,Fox
1249,Harold,Harold Fox,76746,Fox
1250,Jim,Jim Fox,76747,Fox
1251,Rick,Rick Fox,296,Fox
1252,Randy,Randy Foye,200751,Foye
1253,Adonal,Adonal Foyle,1502,Foyle
1254,Richie,Richie Frahm,2499,Frahm
1255,Steve,Steve Francis,1883,Francis
1256,Tellis,Tellis Frank,76748,Frank
1257,Nat,Nat Frankel,76749,Frankel
1258,Jamaal,Jamaal Franklin,203479,Franklin
1259,Tim,Tim Frazier,204025,Frazier
1260,Walt,Walt Frazier,76750,Frazier
1261,Will,Will Frazier,76751,Frazier
1262,Melvin,Melvin Frazier Jr.,1628982,Frazier Jr.
1263,Anthony,Anthony Frederick,76752,Frederick
1264,Jimmer,Jimmer Fredette,202690,Fredette
1265,World,World Free,76753,Free
1266,Joel,Joel Freeland,200777,Freeland
1267,Donnie,Donnie Freeman,76754,Freeman
1268,Gary,Gary Freeman,76755,Freeman
1269,Rod,Rod Freeman,76756,Freeman
1270,Matt,Matt Freije,2782,Freije
1271,Frido,Frido Frey,76757,Frey
1272,Larry,Larry Friend,76758,Friend
1273,Pat,Pat Frink,76759,Frink
1274,Jim,Jim Fritsche,76760,Fritsche
1275,Channing,Channing Frye,101112,Frye
1276,Bernie,Bernie Fryer,76761,Fryer
1277,Frank,Frank Fucarino,76762,Fucarino
1278,Herm,Herm Fuetsch,76763,Fuetsch
1279,Joe,Joe Fulks,76764,Fulks
1280,Hiram,Hiram Fuller,2673,Fuller
1281,Todd,Todd Fuller,957,Fuller
1282,Tony,Tony Fuller,76765,Fuller
1283,Markelle,Markelle Fultz,1628365,Fultz
1284,Lawrence,Lawrence Funderburke,1444,Funderburke
1285,Terry,Terry Furlow,76767,Furlow
1286,Billy,Billy Gabor,76768,Gabor
1287,Dan,Dan Gadzuric,2429,Gadzuric
1288,Tony,Tony Gaffney,202070,Gaffney
1289,Deng,Deng Gai,101184,Gai
1290,Elmer R.,Elmer R. Gainer,76769,Gainer
1291,Corey,Corey Gaines,76770,Gaines
1292,Reece,Reece Gaines,2558,Gaines
1293,Sundiata,Sundiata Gaines,202178,Gaines
1294,Mike,Mike Gale,76771,Gale
1295,Chad,Chad Gallagher,76772,Gallagher
1296,Harry,Harry Gallatin,76773,Gallatin
1297,Danilo,Danilo Gallinari,201568,Gallinari
1298,Langston,Langston Galloway,204038,Galloway
1299,Dave,Dave Gambee,76774,Gambee
1300,Kevin,Kevin Gamble,333,Gamble
1301,Bob,Bob Gantt,76776,Gantt
1302,Jorge,Jorge Garbajosa,200816,Garbajosa
1303,Ruben,Ruben Garces,2092,Garces
1304,Alex,Alex Garcia,2682,Garcia
1305,Francisco,Francisco Garcia,101128,Garcia
1306,Earl,Earl Gardner,76778,Gardner
1307,Thomas,Thomas Gardner,201242,Gardner
1308,Vern,Vern Gardner,76779,Gardner
1309,Jack,Jack Garfinkel,76780,Garfinkel
1310,Patricio,Patricio Garino,1627868,Garino
1311,Gary,Gary Garland,76781,Garland
1312,Winston,Winston Garland,76782,Garland
1313,Dick,Dick Garmaker,76783,Garmaker
1314,Chris,Chris Garner,1612,Garner
1315,Bill,Bill Garnett,76785,Garnett
1316,Kevin,Kevin Garnett,708,Garnett
1317,Marlon,Marlon Garnett,1831,Garnett
1318,Calvin,Calvin Garrett,76786,Garrett
1319,Dean,Dean Garrett,1051,Garrett
1320,Diante,Diante Garrett,203197,Garrett
1321,Eldo,Eldo Garrett,76788,Garrett
1322,Rowland,Rowland Garrett,76789,Garrett
1323,Tom,Tom Garrick,76790,Garrick
1324,John,John Garris,76791,Garris
1325,Kiwane,Kiwane Garris,1619,Garris
1326,Pat,Pat Garrity,1727,Garrity
1327,Jim,Jim Garvin,76793,Garvin
1328,Marc,Marc Gasol,201188,Gasol
1329,Pau,Pau Gasol,2200,Gasol
1330,Frank,Frank Gates,76794,Gates
1331,Chris,Chris Gatling,423,Gatling
1332,Kenny,Kenny Gattison,930,Gattison
1333,Rudy,Rudy Gay,200752,Gay
1334,Ed,Ed Gayda,76797,Gayda
1335,Andrew,Andrew Gaze,1845,Gaze
1336,Michael,Michael Gbinije,1627771,Gbinije
1337,Reggie,Reggie Geary,1002,Geary
1338,Alonzo,Alonzo Gee,202087,Gee
1339,Matt,Matt Geiger,761,Geiger
1340,Mickael,Mickael Gelabale,101153,Gelabale
1341,Devean,Devean George,1904,George
1342,Jack,Jack George,76800,George
1343,Paul,Paul George,202331,George
1344,Tate,Tate George,76801,George
1345,Marcus,Marcus Georges-Hunt,1627875,Georges-Hunt
1346,Gus,Gus Gerard,76802,Gerard
1347,Derrick,Derrick Gervin,76803,Gervin
1348,George,George Gervin,76804,Gervin
1349,Gorham,Gorham Getchell,76805,Getchell
1350,John,John Gianelli,76806,Gianelli
1351,Dick,Dick Gibbs,76807,Gibbs
1352,Daniel,Daniel Gibson,200789,Gibson
1353,Dee,Dee Gibson,76808,Gibson
1354,Jonathan,Jonathan Gibson,1626780,Gibson
1355,Mel,Mel Gibson,76809,Gibson
1356,Mike,Mike Gibson,76810,Gibson
1357,Taj,Taj Gibson,201959,Gibson
1358,Ward,Ward Gibson,76811,Gibson
1359,J.R.,J.R. Giddens,201592,Giddens
1360,Trey,Trey Gilder,201821,Gilder
1361,Harry,Harry Giles III,1628385,Giles III
1362,Shai,Shai Gilgeous-Alexander,1628983,Gilgeous-Alexander
1363,Eddie,Eddie Gill,2109,Gill
1364,Kendall,Kendall Gill,383,Gill
1365,Ben,Ben Gillery,76812,Gillery
1366,Gene,Gene Gillette,76813,Gillette
1367,Armen,Armen Gilliam,288,Gilliam
1368,Herm,Herm Gilliam,76815,Gilliam
1369,Artis,Artis Gilmore,600014,Gilmore
1370,Walt,Walt Gilmore,76817,Gilmore
1371,Chuck,Chuck Gilmur,76818,Gilmur
1372,Manu,Manu Ginobili,1938,Ginobili
1373,Gordan,Gordan Giricek,1921,Giricek
1374,Jack,Jack Givens,76819,Givens
1375,Mickell,Mickell Gladness,202148,Gladness
1376,George,George Glamack,76820,Glamack
1377,Gerald,Gerald Glass,76821,Glass
1378,Mike,Mike Glenn,76822,Glenn
1379,Norman,Norman Glick,76823,Glick
1380,Georgi,Georgi Glouchkov,76824,Glouchkov
1381,Clarence,Clarence Glover,76825,Glover
1382,Dion,Dion Glover,1901,Glover
1383,Andreas,Andreas Glyniadakis,2601,Glyniadakis
1384,Mike,Mike Gminski,76826,Gminski
1385,Rudy,Rudy Gobert,203497,Gobert
1386,Dan,Dan Godfread,76827,Godfread
1387,Tom,Tom Gola,76828,Gola
1388,Ben,Ben Goldfaden,76829,Goldfaden
1389,Anthony,Anthony Goldwire,924,Goldwire
1390,Ryan,Ryan Gomes,101155,Gomes
1391,Glen,Glen Gondrezick,76830,Gondrezick
1392,Grant,Grant Gondrezick,76831,Gondrezick
1393,Drew,Drew Gooden,2400,Gooden
1394,Gail,Gail Goodrich,76832,Goodrich
1395,Steve,Steve Goodrich,1864,Goodrich
1396,Archie,Archie Goodwin,203462,Goodwin
1397,Wilfred,Wilfred Goodwin,76833,Goodwin
1398,Aaron,Aaron Gordon,203932,Gordon
1399,Ben,Ben Gordon,2732,Gordon
1400,Drew,Drew Gordon,204079,Gordon
1401,Eric,Eric Gordon,201569,Gordon
1402,Lancaster,Lancaster Gordon,76834,Gordon
1403,Paul,Paul Gordon,76835,Gordon
1404,Marcin,Marcin Gortat,101162,Gortat
1405,Leo,Leo Gottlieb,76836,Gottlieb
1406,Andrew,Andrew Goudelock,202726,Goudelock
1407,Bato,Bato Govedarica,76837,Govedarica
1408,Joe,Joe Graboski,76838,Graboski
1409,Ricky,Ricky Grace,76839,Grace
1410,Devonte',Devonte' Graham,1628984,Graham
1411,Greg,Greg Graham,37,Graham
1412,Joey,Joey Graham,101121,Graham
1413,Mal,Mal Graham,76843,Graham
1414,Orlando,Orlando Graham,76841,Graham
1415,Paul,Paul Graham,76842,Graham
1416,Stephen,Stephen Graham,101211,Graham
1417,Treveon,Treveon Graham,1626203,Graham
1418,Jim,Jim Grandholm,76844,Grandholm
1419,Ronnie,Ronnie Grandison,97,Grandison
1420,Danny,Danny Granger,101122,Granger
1421,Stewart,Stewart Granger,76847,Granger
1422,Brian,Brian Grant,258,Grant
1423,Bud,Bud Grant,76850,Grant
1424,Gary,Gary Grant,202,Grant
1425,Greg,Greg Grant,285,Grant
1426,Harvey,Harvey Grant,265,Grant
1427,Horace,Horace Grant,270,Grant
1428,Jerami,Jerami Grant,203924,Grant
1429,Jerian,Jerian Grant,1626170,Grant
1430,Josh,Josh Grant,76852,Grant
1431,Paul,Paul Grant,1514,Grant
1432,Travis,Travis Grant,76853,Grant
1433,Don,Don Grate,76854,Grate
1434,Butch,Butch Graves,76855,Graves
1435,Aaron,Aaron Gray,201189,Gray
1436,Devin,Devin Gray,1070,Gray
1437,Ed,Ed Gray,1516,Gray
1438,Evric,Evric Gray,1026,Gray
1439,Gary,Gary Gray,76859,Gray
1440,Josh,Josh Gray,1627982,Gray
1441,Leonard,Leonard Gray,76860,Gray
1442,Rob,Rob Gray,1629154,Gray
1443,Stuart,Stuart Gray,76861,Gray
1444,Sylvester,Sylvester Gray,76862,Gray
1445,Wyndol,Wyndol Gray,76863,Gray
1446,Jeff,Jeff Grayer,81,Grayer
1447,Bob,Bob Greacen,76865,Greacen
1448,A.C.,A.C. Green,920,Green
1449,Danny,Danny Green,201980,Green
1450,Devin,Devin Green,101209,Green
1451,Draymond,Draymond Green,203110,Green
1452,Erick,Erick Green,203475,Green
1453,Garlon,Garlon Green,203629,Green
1454,Gerald,Gerald Green,101123,Green
1455,JaMychal,JaMychal Green,203210,Green
1456,Jeff,Jeff Green,201145,Green
1457,Johnny,Johnny Green,76867,Green
1458,Ken,Ken Green,76868,Green
1459,Kenny,Kenny Green,76869,Green
1460,Lamar,Lamar Green,600011,Green
1461,Litterial,Litterial Green,1036,Green
1462,Luther,Luther Green,76872,Green
1463,Mike,Mike Green,76873,Green
1464,Rickey,Rickey Green,76874,Green
1465,Sean,Sean Green,76875,Green
1466,Si,Si Green,76877,Green
1467,Sidney,Sidney Green,76876,Green
1468,Steve,Steve Green,76878,Green
1469,Taurean,Taurean Green,201192,Green
1470,Tommy,Tommy Green,76879,Green
1471,Willie,Willie Green,2584,Green
1472,Donte,Donte Greene,201590,Greene
1473,Orien,Orien Greene,101158,Greene
1474,Jerry,Jerry Greenspan,76880,Greenspan
1475,David,David Greenwood,76881,Greenwood
1476,Hal,Hal Greer,76882,Greer
1477,Lynn,Lynn Greer,2696,Greer
1478,Gary,Gary Gregor,76883,Gregor
1479,Claude,Claude Gregory,76884,Gregory
1480,John,John Greig,76885,Greig
1481,Norm,Norm Grekin,76886,Grekin
1482,Kevin,Kevin Grevey,76887,Grevey
1483,Adrian,Adrian Griffin,1559,Griffin
1484,Blake,Blake Griffin,201933,Griffin
1485,Eddie,Eddie Griffin,2204,Griffin
1486,Greg,Greg Griffin,76888,Griffin
1487,Paul,Paul Griffin,76889,Griffin
1488,Taylor,Taylor Griffin,201981,Griffin
1489,Darrell,Darrell Griffith,76890,Griffith
1490,Chuck,Chuck Grigsby,76891,Grigsby
1491,Derek,Derek Grimm,1575,Grimm
1492,George,George Grimshaw,76893,Grimshaw
1493,Dick,Dick Groat,76894,Groat
1494,Bob,Bob Gross,76895,Gross
1495,Jerry,Jerry Grote,76896,Grote
1496,Alex,Alex Groza,76897,Groza
1497,Anthony,Anthony Grundy,101219,Grundy
1498,Ernie,Ernie Grunfeld,76899,Grunfeld
1499,Gene,Gene Guarilia,76900,Guarilia
1500,Petur,Petur Gudmundsson,76901,Gudmundsson
1501,Richie,Richie Guerin,76902,Guerin
1502,Tom,Tom Gugliotta,339,Gugliotta
1503,Andres,Andres Guibert,76903,Guibert
1504,Jay,Jay Guidinger,76904,Guidinger
1505,Coulby,Coulby Gunther,76905,Gunther
1506,Dave,Dave Gunther,76906,Gunther
1507,Al,Al Guokas,76907,Guokas
1508,Matt,Matt Guokas,76908,Guokas
1509,Matt,Matt Guokas,76909,Guokas
1510,Jorge,Jorge Gutierrez,203268,Gutierrez
1511,A.J.,A.J. Guyton,2062,Guyton
1512,Ha,Ha Ha,2775,Ha
1513,Rudy,Rudy Hackett,76910,Hackett
1514,Hamed,Hamed Haddadi,201632,Haddadi
1515,Scott,Scott Haffner,76911,Haffner
1516,Cliff,Cliff Hagan,76912,Hagan
1517,Glenn,Glenn Hagan,76913,Hagan
1518,Bob,Bob Hahn,76914,Hahn
1519,Al,Al Hairston,76915,Hairston
1520,Happy,Happy Hairston,76916,Hairston
1521,Lindsay,Lindsay Hairston,76917,Hairston
1522,Malik,Malik Hairston,201612,Hairston
1523,PJ,PJ Hairston,203798,Hairston
1524,Marcus,Marcus Haislip,2409,Haislip
1525,Chuck,Chuck Halbert,76918,Halbert
1526,Harvey,Harvey Halbrook,76919,Halbrook
1527,Bruce,Bruce Hale,76920,Hale
1528,Jack,Jack Haley,917,Haley
1529,Shaler,Shaler Halimon,76922,Halimon
1530,Devon,Devon Hall,1628985,Hall
1531,Mike,Mike Hall,200837,Hall
1532,Jeff,Jeff Halliburton,76923,Halliburton
1533,Darvin,Darvin Ham,1032,Ham
1534,Steve,Steve Hamer,984,Hamer
1535,Dale,Dale Hamilton,76925,Hamilton
1536,Daniel,Daniel Hamilton,1627772,Hamilton
1537,Dennis,Dennis Hamilton,76926,Hamilton
1538,Jordan,Jordan Hamilton,202706,Hamilton
1539,Justin,Justin Hamilton,203120,Hamilton
1540,Ralph,Ralph Hamilton,76927,Hamilton
1541,Richard,Richard Hamilton,1888,Hamilton
1542,Roylee,Roylee Hamilton,76928,Hamilton
1543,Steve,Steve Hamilton,76929,Hamilton
1544,Tang,Tang Hamilton,2347,Hamilton
1545,Thomas,Thomas Hamilton,676,Hamilton
1546,Zendon,Zendon Hamilton,1985,Hamilton
1547,Geert,Geert Hammink,903,Hammink
1548,Tom,Tom Hammonds,67,Hammonds
1549,AJ,AJ Hammons,1627773,Hammons
1550,Darrin,Darrin Hancock,241,Hancock
1551,Ben,Ben Handlogten,1052,Handlogten
1552,Cecil,Cecil Hankins,76935,Hankins
1553,Phil,Phil Hankinson,76936,Hankinson
1554,Alex,Alex Hannum,76937,Hannum
1555,Don,Don Hanrahan,76938,Hanrahan
1556,Rollen,Rollen Hans,76939,Hans
1557,Ben,Ben Hansbrough,203162,Hansbrough
1558,Tyler,Tyler Hansbrough,201946,Hansbrough
1559,Bob,Bob Hansen,76942,Hansen
1560,Glenn,Glenn Hansen,76940,Hansen
1561,Lars,Lars Hansen,76941,Hansen
1562,Travis,Travis Hansen,2580,Hansen
1563,Reggie,Reggie Hanson,1682,Hanson
1564,Bill,Bill Hanzlik,76944,Hanzlik
1565,Luke,Luke Harangody,202376,Harangody
1566,Anfernee,Anfernee Hardaway,358,Hardaway
1567,Tim,Tim Hardaway,896,Hardaway
1568,Tim,Tim Hardaway Jr.,203501,Hardaway Jr.
1569,James,James Harden,201935,Harden
1570,Reggie,Reggie Harding,76945,Harding
1571,Charlie,Charlie Hardnett,76946,Hardnett
1572,Alan,Alan Hardy,76947,Hardy
1573,James,James Hardy,76948,Hardy
1574,John,John Hargis,76949,Hargis
1575,Maurice,Maurice Harkless,203090,Harkless
1576,Jerry,Jerry Harkness,76950,Harkness
1577,Skip,Skip Harlicka,76951,Harlicka
1578,Jerome,Jerome Harmon,76952,Harmon
1579,Derek,Derek Harper,157,Harper
1580,Justin,Justin Harper,202712,Harper
1581,Mike,Mike Harper,76954,Harper
1582,Ron,Ron Harper,166,Harper
1583,Matt,Matt Harpring,1723,Harpring
1584,Montrezl,Montrezl Harrell,1626149,Harrell
1585,Josh,Josh Harrellson,202725,Harrellson
1586,Adam,Adam Harrington,2492,Harrington
1587,Al,Al Harrington,1733,Harrington
1588,Junior,Junior Harrington,2454,Harrington
1589,Othella,Othella Harrington,970,Harrington
1590,Art,Art Harris,76956,Harris
1591,Bernie,Bernie Harris,76957,Harris
1592,Bob,Bob Harris,76959,Harris
1593,Chris,Chris Harris,76958,Harris
1594,Devin,Devin Harris,2734,Harris
1595,Elias,Elias Harris,203548,Harris
1596,Gary,Gary Harris,203914,Harris
1597,Joe,Joe Harris,203925,Harris
1598,Lucious,Lucious Harris,446,Harris
1599,Manny,Manny Harris,202412,Harris
1600,Mike,Mike Harris,200839,Harris
1601,Steve,Steve Harris,76960,Harris
1602,Terrel,Terrel Harris,202227,Harris
1603,Tobias,Tobias Harris,202699,Harris
1604,Tony,Tony Harris,76961,Harris
1605,Aaron,Aaron Harrison,1626151,Harrison
1606,Andrew,Andrew Harrison,1626150,Harrison
1607,Bob,Bob Harrison,76962,Harrison
1608,David,David Harrison,2758,Harrison
1609,Shaquille,Shaquille Harrison,1627885,Harrison
1610,Jason,Jason Hart,2078,Hart
1611,Josh,Josh Hart,1628404,Hart
1612,Isaiah,Isaiah Hartenstein,1628392,Hartenstein
1613,Antonio,Antonio Harvey,176,Harvey
1614,Donnell,Donnell Harvey,2051,Harvey
1615,Kenny,Kenny Hasbrouck,202238,Hasbrouck
1616,Scott,Scott Haskin,321,Haskin
1617,Clem,Clem Haskins,76965,Haskins
1618,Udonis,Udonis Haslem,2617,Haslem
1619,Trenton,Trenton Hassell,2239,Hassell
1620,Billy,Billy Hassett,76967,Hassett
1621,Joey,Joey Hassett,76966,Hassett
1622,Scott,Scott Hastings,76968,Hastings
1623,Kirk,Kirk Haston,2213,Haston
1624,Vern,Vern Hatton,76969,Hatton
1625,John,John Havlicek,76970,Havlicek
1626,Spencer,Spencer Hawes,201150,Hawes
1627,Steve,Steve Hawes,76971,Hawes
1628,Connie,Connie Hawkins,76972,Hawkins
1629,Hersey,Hersey Hawkins,765,Hawkins
1630,Juaquin,Juaquin Hawkins,1038,Hawkins
1631,Marshall,Marshall Hawkins,76974,Hawkins
1632,Michael,Michael Hawkins,1138,Hawkins
1633,Robert,Robert Hawkins,76975,Hawkins
1634,Tom,Tom Hawkins,76977,Hawkins
1635,Nate,Nate Hawthorne,76978,Hawthorne
1636,Chuck,Chuck Hayes,101236,Hayes
1637,Elvin,Elvin Hayes,76979,Hayes
1638,Jarvis,Jarvis Hayes,2553,Hayes
1639,Nigel,Nigel Hayes,1628502,Hayes
1640,Steve,Steve Hayes,76980,Hayes
1641,Gordon,Gordon Hayward,202330,Hayward
1642,Lazar,Lazar Hayward,202351,Hayward
1643,Brendan,Brendan Haywood,2217,Haywood
1644,Spencer,Spencer Haywood,76981,Haywood
1645,John W.,John W. Hazen,76982,Hazen
1646,Walt,Walt Hazzard,76983,Hazzard
1647,Luther,Luther Head,101129,Head
1648,Shane,Shane Heal,1049,Heal
1649,Brian,Brian Heaney,76984,Heaney
1650,Garfield,Garfield Heard,76985,Heard
1651,Reggie,Reggie Hearn,203687,Hearn
1652,Herm,Herm Hedderick,76986,Hedderick
1653,Alvin,Alvin Heggs,76987,Heggs
1654,Tom,Tom Heinsohn,76988,Heinsohn
1655,Dick,Dick Hemric,76989,Hemric
1656,Alan,Alan Henderson,673,Henderson
1657,Cedric,Cedric Henderson,1538,Henderson
1658,Cedric,Cedric Henderson,76990,Henderson
1659,Dave,Dave Henderson,76991,Henderson
1660,Gerald,Gerald Henderson,76993,Henderson
1661,Gerald,Gerald Henderson,201945,Henderson
1662,J.R.,J.R. Henderson,1764,Henderson
1663,Jerome,Jerome Henderson,76992,Henderson
1664,Kevin,Kevin Henderson,76994,Henderson
1665,Tom,Tom Henderson,76996,Henderson
1666,Mark,Mark Hendrickson,971,Hendrickson
1667,Larry,Larry Hennessy,76998,Hennessy
1668,Don,Don Henriksen,76999,Henriksen
1669,Al,Al Henry,77000,Henry
1670,Bill,Bill Henry,77004,Henry
1671,Carl,Carl Henry,77001,Henry
1672,Conner,Conner Henry,77002,Henry
1673,Myke,Myke Henry,1627988,Henry
1674,Skeeter,Skeeter Henry,77003,Henry
1675,Xavier,Xavier Henry,202333,Henry
1676,John,John Henson,203089,Henson
1677,Steve,Steve Henson,1667,Henson
1678,Bill,Bill Herman,77006,Herman
1679,Clarence,Clarence Hermsen,77007,Hermsen
1680,Juancho,Juancho Hernangomez,1627823,Hernangomez
1681,Willy,Willy Hernangomez,1626195,Hernangomez
1682,Chris,Chris Herren,1914,Herren
1683,Carl,Carl Herrera,61,Herrera
1684,Walter,Walter Herrmann,200835,Herrmann
1685,Keith,Keith Herron,77010,Herron
1686,Sidney,Sidney Hertzberg,77011,Hertzberg
1687,Kevin,Kevin Hervey,1628987,Hervey
1688,Fred,Fred Hetzel,77012,Hetzel
1689,Bill,Bill Hewitt,77013,Hewitt
1690,Jack,Jack Hewson,77014,Hewson
1691,Art,Art Heyman,77015,Heyman
1692,Mario,Mario Hezonja,1626209,Hezonja
1693,Roy,Roy Hibbert,201579,Hibbert
1694,Matthew,Matthew Hickey,77016,Hickey
1695,Isaiah,Isaiah Hicks,1628439,Hicks
1696,Phil,Phil Hicks,77017,Hicks
1697,JJ,JJ Hickson,201581,Hickson
1698,Buddy,Buddy Hield,1627741,Hield
1699,Cory,Cory Higgins,202809,Higgins
1700,Mike,Mike Higgins,1848,Higgins
1701,Rod,Rod Higgins,77019,Higgins
1702,Sean,Sean Higgins,925,Higgins
1703,Kenny,Kenny Higgs,77021,Higgs
1704,Johnny,Johnny High,77022,High
1705,Wayne,Wayne Hightower,77023,Hightower
1706,,Nene,2403,Nene
1707,Armond,Armond Hill,77024,Hill
1708,Cleo,Cleo Hill,77025,Hill
1709,Gary,Gary Hill,77026,Hill
1710,George,George Hill,201588,Hill
1711,Grant,Grant Hill,255,Hill
1712,Herbert,Herbert Hill,201195,Hill
1713,Jordan,Jordan Hill,201941,Hill
1714,Solomon,Solomon Hill,203524,Hill
1715,Steven,Steven Hill,201631,Hill
1716,Tyrone,Tyrone Hill,238,Hill
1717,Art,Art Hillhouse,77027,Hillhouse
1718,Darrun,Darrun Hilliard,1626199,Hilliard
1719,Darnell,Darnell Hillman,77028,Hillman
1720,Fred,Fred Hilton,77029,Hilton
1721,Kirk,Kirk Hinrich,2550,Hinrich
1722,Roy,Roy Hinson,77030,Hinson
1723,Mel,Mel Hirsch,77031,Hirsch
1724,Lew,Lew Hitch,77032,Hitch
1725,Robert,Robert Hite,200823,Hite
1726,Darington,Darington Hobson,202359,Hobson
1727,Donald,Donald Hodge,1106,Hodge
1728,Julius,Julius Hodge,101125,Hodge
1729,Craig,Craig Hodges,77034,Hodges
1730,Adolph,Adolph Hoefer,77035,Hoefer
1731,"Bear, The Body","Bear, The Body Hoffman",77036,Hoffman
1732,Bob,Bob Hogsett,77037,Hogsett
1733,Paul,Paul Hogue,77038,Hogue
1734,Fred,Fred Hoiberg,697,Hoiberg
1735,Doug,Doug Holcomb,77039,Holcomb
1736,Randy,Randy Holcomb,2450,Holcomb
1737,Aaron,Aaron Holiday,1628988,Holiday
1738,Jrue,Jrue Holiday,201950,Holiday
1739,Justin,Justin Holiday,203200,Holiday
1740,Brad,Brad Holland,77040,Holland
1741,Joe,Joe Holland,77041,Holland
1742,John,John Holland,204066,Holland
1743,Wilbur,Wilbur Holland,77042,Holland
1744,Lionel,Lionel Hollins,77043,Hollins
1745,Ryan,Ryan Hollins,200797,Hollins
1746,Essie,Essie Hollis,77044,Hollis
1747,Rondae,Rondae Hollis-Jefferson,1626178,Hollis-Jefferson
1748,Richaun,Richaun Holmes,1626158,Holmes
1749,Jim,Jim Holstein,77045,Holstein
1750,Alvin,Alvin Holt,77046,Holt
1751,Michael,Michael Holton,77047,Holton
1752,Dick,Dick Holub,77048,Holub
1753,Joe,Joe Holup,77049,Holup
1754,Red,Red Holzman,77050,Holzman
1755,Jerald,Jerald Honeycutt,1532,Honeycutt
1756,Tyler,Tyler Honeycutt,202715,Honeycutt
1757,Derek,Derek Hood,1967,Hood
1758,Rodney,Rodney Hood,203918,Hood
1759,Tom,Tom Hoover,77051,Hoover
1760,Bob,Bob Hopkins,77052,Hopkins
1761,Dave,Dave Hoppen,77053,Hoppen
1762,Dennis,Dennis Hopson,77054,Hopson
1763,Scotty,Scotty Hopson,203816,Hopson
1764,Johnny,Johnny Horan,77055,Horan
1765,Cedrick,Cedrick Hordges,77056,Hordges
1766,Al,Al Horford,201143,Horford
1767,Tito,Tito Horford,77057,Horford
1768,Ron,Ron Horn,77058,Horn
1769,Jeff,Jeff Hornacek,204,Hornacek
1770,Dennis,Dennis Horner,202862,Horner
1771,Robert,Robert Horry,109,Horry
1772,Ed,Ed Horton,77060,Horton
1773,Wilmer,Wilmer Hosket,77061,Hosket
1774,Bob,Bob Houbregs,77062,Houbregs
1775,Danuel,Danuel House,1627863,House
1776,Eddie,Eddie House,2067,House
1777,Allan,Allan Houston,275,Houston
1778,Byron,Byron Houston,780,Houston
1779,Tom,Tom Hovasse,77064,Hovasse
1780,Brian,Brian Howard,77065,Howard
1781,Dwight,Dwight Howard,2730,Howard
1782,Greg,Greg Howard,77066,Howard
1783,Josh,Josh Howard,2572,Howard
1784,Juwan,Juwan Howard,436,Howard
1785,Mo,Mo Howard,77067,Howard
1786,Otis,Otis Howard,77069,Howard
1787,Stephen,Stephen Howard,1128,Howard
1788,Bailey,Bailey Howell,77070,Howell
1789,Bob,Bob Hubbard,77072,Hubbard
1790,Phil,Phil Hubbard,77071,Hubbard
1791,Lester,Lester Hudson,201991,Hudson
1792,Lou,Lou Hudson,77074,Hudson
1793,Troy,Troy Hudson,1607,Hudson
1794,Marcelo,Marcelo Huertas,1626273,Huertas
1795,Kevin,Kevin Huerter,1628989,Huerter
1796,Josh,Josh Huestis,203962,Huestis
1797,Nate,Nate Huffman,1572,Huffman
1798,Alfredrick,Alfredrick Hughes,77076,Hughes
1799,Eddie,Eddie Hughes,77077,Hughes
1800,Kim,Kim Hughes,77078,Hughes
1801,Larry,Larry Hughes,1716,Hughes
1802,Rick,Rick Hughes,1965,Hughes
1803,Robbie,Robbie Hummel,203133,Hummel
1804,John,John Hummer,77080,Hummer
1805,Ryan,Ryan Humphrey,2415,Humphrey
1806,Jay,Jay Humphries,77081,Humphries
1807,Kris,Kris Humphries,2743,Humphries
1808,Rod,Rod Hundley,77082,Hundley
1809,Brandon,Brandon Hunter,2599,Hunter
1810,Cedric,Cedric Hunter,77083,Hunter
1811,Chris,Chris Hunter,201805,Hunter
1812,Les,Les Hunter,77084,Hunter
1813,Lindsey,Lindsey Hunter,283,Hunter
1814,Othello,Othello Hunter,201629,Hunter
1815,RJ,RJ Hunter,1626154,Hunter
1816,Steven,Steven Hunter,2212,Hunter
1817,Vincent,Vincent Hunter,1626205,Hunter
1818,Bobby,Bobby Hurley,310,Hurley
1819,Roy,Roy Hurley,77086,Hurley
1820,Geoff,Geoff Huston,77087,Huston
1821,Paul,Paul Huston,77088,Huston
